pid,artist,engraver,color,object_type,label,location,order,layout,collection,thumbnail,manifest
obj1,W. Daniell RA,E. J. Harris,Black and White,Print,Drawing of the Mouseleum of the Emperor Shere Shah,Sasaram India,0,daniell_item,daniell,"/img/derivatives/iiif/images/obj1/full/250,/0/default.jpg",/img/derivatives/iiif/obj1/manifest.json
